course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
guitar lessons  the modal system  modes essentials,Pago,45,116,7,27,all levels,2.0,2016-02-14T22:15:09Z,musical instruments
learn to play percussion: beginner to pro made the easy way!,Pago,50,425,7,192,all levels,6.0,2015-01-16T00:54:01Z,musical instruments
modern piano lessons for beginners,Pago,20,736,6,46,beginner level,5.0,2014-04-01T22:01:27Z,musical instruments
world percussion: complete lessons for everyone,Pago,40,68,9,56,all levels,4.0,2016-11-14T15:36:35Z,musical instruments
learn lion (saroo) soundtrack on the piano by ear,Pago,20,104,0,9,all levels,0.5333333333333333,2017-04-24T19:51:27Z,musical instruments
acoustic blues guitar lessons,Pago,75,189,18,101,intermediate level,4.5,2016-01-10T21:39:42Z,musical instruments
play guitar and understand music quick & easy in 28 days!,Pago,20,738,6,64,all levels,9.5,2012-10-13T23:40:19Z,musical instruments
learn how to play the violin  violin basics,Pago,20,365,10,12,beginner level,0.5333333333333333,2014-08-13T01:32:18Z,musical instruments
swing low  the 101 authentic nashville piano style course,Pago,20,146,5,15,all levels,1.0,2014-01-30T22:43:42Z,musical instruments
guitar:play 5 easy christmas chord progressions on guitar,Pago,50,383,4,9,beginner level,1.0,2015-11-11T00:25:06Z,musical instruments
get piano skills today!!! ,Pago,100,92,5,71,all levels,3.5,2014-11-05T18:40:00Z,musical instruments
learn the violin  scales and fundamentals,Pago,80,291,14,39,beginner level,3.0,2015-10-28T19:19:33Z,musical instruments
piano with willie building technique with scales vol 2,Pago,40,61,3,9,all levels,1.5,2016-04-13T06:29:50Z,musical instruments
master flute playing: intermediate instruction made simple!,Pago,50,288,15,100,intermediate level,6.0,2014-10-29T19:42:29Z,musical instruments
how to sing and play the guitar (at the same time),Pago,20,78,8,24,beginner level,1.5,2016-07-18T19:42:57Z,musical instruments
super beginner guitar  start right start awesome,Pago,30,594,3,33,beginner level,2.0,2014-11-26T03:57:18Z,musical instruments
"introduction to guitar 'a course for beginners""https://wwwudemycom/introductiontoguitar/true251631156beginner level25 hours20141030t15:59:39z
650804guitar  master class learning how to play guitar from a to z""",Pago,40,489,5,35,all levels,4.0,2015-10-26T22:01:15Z,musical instruments
rhythm to rock drum lesson 5,Pago,20,13,3,9,beginner level,1.0,2014-08-18T22:26:24Z,musical instruments
gibson's learn & master guitar,Pago,50,103,33,309,all levels,38.0,2014-10-30T14:39:14Z,musical instruments
master the trombone: intermediate instruction made simple!,Pago,50,231,7,110,all levels,9.0,2015-03-04T22:36:26Z,musical instruments
walking bass fundamentals,Pago,50,44,3,34,all levels,2.0,2017-03-13T22:15:23Z,musical instruments
circular breathing for musicians  practical skills,Pago,25,261,4,17,all levels,1.5,2014-11-06T10:11:14Z,musical instruments
electric bass for busy beginners course 1,Pago,50,114,15,13,all levels,1.5,2015-04-27T20:20:47Z,musical instruments
guitar for absolute beginners (class 1),Pago,20,45,4,48,beginner level,1.5,2014-05-01T15:32:23Z,musical instruments
tenor banjo for absolute beginners,No Pago,0,3167,161,34,beginner level,0.6166666666666667,2014-07-19T10:32:00Z,musical instruments
guitar lessons  50 essential fast legato licks,Pago,35,105,9,23,intermediate level,3.0,2016-02-15T18:14:23Z,musical instruments
aprenda a tocar pandeiro  curso iniciante  samba/choro,Pago,90,85,22,20,beginner level,2.0,2016-08-21T18:50:26Z,musical instruments
aprende batería con el nuevo método idt,Pago,20,335,32,25,all levels,2.0,2012-12-24T22:17:59Z,musical instruments
5 lecciones que todo guitarrista debe tomar,No Pago,0,4452,263,14,beginner level,1.0,2014-08-23T05:08:14Z,musical instruments
los 7 acordes para tocarlo todo en un fin de semana,Pago,20,332,23,42,beginner level,2.0,2013-07-06T10:46:25Z,musical instruments
curso de violão popular,Pago,25,287,42,27,beginner level,6.0,2016-01-27T23:12:19Z,musical instruments
aprendiendo piano: ejercicios de calentamiento,No Pago,0,1876,109,11,beginner level,0.55,2016-04-27T17:58:22Z,musical instruments
aprendiendo piano: lectura de piezas clásicas volii,Pago,40,113,4,18,beginner level,1.5,2016-06-29T01:27:47Z,musical instruments
"aprende a tocar el acordeón 'de oído y con técnica""https://wwwudemycom/aprendeatocarelacordeondeoidoycontecnica/true25932134beginner level4 hours20140916t19:51:45z
263432aprende los secretos de la armónica con harp&soul""",Pago,75,158,17,59,all levels,2.5,2014-07-28T13:55:43Z,musical instruments
guitarra desde cero  parte 1,Pago,35,480,12,123,beginner level,7.0,2014-12-27T21:54:35Z,musical instruments
supercurso de guitarra práctico para principiantes,Pago,85,228,26,215,beginner level,10.5,2014-06-30T12:29:38Z,musical instruments
explosão pentatônica,Pago,55,42,5,19,all levels,1.5,2016-12-22T14:13:13Z,musical instruments
complete beginners introduction to guitar,Pago,40,10,4,35,beginner level,1.5,2017-02-27T17:00:03Z,musical instruments
learn 10 scottish tunes piano easy level,Pago,45,103,1,46,beginner level,3.5,2017-02-20T17:32:01Z,musical instruments
fingerpicking fundamentals,Pago,20,75,7,22,beginner level,1.5,2015-11-01T20:45:47Z,musical instruments
piano with a pro,Pago,25,66,6,38,all levels,2.5,2014-05-05T20:37:22Z,musical instruments
piano lessons for beginners: play the piano and read music!,Pago,70,61,9,30,beginner level,4.0,2016-02-12T18:14:24Z,musical instruments
master the tuba  intermediate instruction made simple!,Pago,50,184,5,107,intermediate level,8.5,2015-04-15T17:32:56Z,musical instruments
the fun and effective piano course,Pago,30,24,2,38,all levels,3.5,2017-04-24T16:09:35Z,musical instruments
advanced flute studies  learn to master the flute!​,Pago,50,205,4,95,all levels,5.0,2015-09-07T23:28:56Z,musical instruments
alternate picking speed & accuracy,Pago,20,19,4,83,all levels,3.5,2016-05-12T19:17:21Z,musical instruments
master the euphonium with simple intermediate instruction!,Pago,50,120,6,106,intermediate level,8.0,2015-04-16T16:29:41Z,musical instruments
master the clarinet: intermediate instruction made simple!,Pago,50,232,11,97,all levels,7.0,2015-01-01T01:24:20Z,musical instruments
advanced clarinet studies  learn to master the clarinet!,Pago,50,148,3,77,all levels,4.5,2015-01-01T01:23:28Z,musical instruments
aprende a tocar ritmo pop en el piano y teclado,Pago,20,10,1,9,all levels,0.7166666666666667,2014-05-16T17:03:56Z,musical instruments
aprendiendo piano: tocando piezas populares volii,Pago,100,72,2,24,beginner level,1.5,2016-03-31T17:10:42Z,musical instruments
comment jouer du pianoforte,Pago,100,172,2,41,all levels,3.0,2016-05-02T19:34:42Z,musical instruments
aprende a tocar blues en el piano y teclado,Pago,50,10,4,22,all levels,2.5,2014-05-09T19:52:20Z,musical instruments
abc do violão e guitarra,Pago,85,25,2,30,beginner level,2.5,2017-03-03T18:54:28Z,musical instruments
suonare la chitarra,Pago,200,1,1,22,all levels,1.0,2017-06-21T17:19:26Z,musical instruments
aprende todos los secretos de la guitarra flamenca,Pago,50,13,2,23,all levels,3.5,2014-05-07T21:26:44Z,musical instruments
こどもギターレッスン　リトルギタリストⅰ,Pago,20,69,1,53,beginner level,3.0,2015-11-07T23:09:05Z,musical instruments
aprende cómo tocar el bajo sexto,Pago,50,10,2,17,all levels,3.0,2014-05-19T16:46:59Z,musical instruments
coach guitar  apprendre la guitare facile avec des couleurs,Pago,50,25,1,321,all levels,3.5,2016-12-27T14:51:32Z,musical instruments
sistema completo de guitarra rítmica para principiantes,Pago,55,21,3,32,beginner level,6.0,2016-02-27T23:31:36Z,musical instruments
curso de batería online de patricio iglesias (santa sabina),Pago,35,5,1,17,intermediate level,4.0,2017-03-28T18:15:08Z,musical instruments
learn piano with beyer 15 minutes challenge,Pago,65,418,2,30,all levels,3.0,2016-07-21T23:18:55Z,musical instruments
"classical guitar master class: 'alman  """,Pago,195,113,2,34,intermediate level,2.0,2015-04-21T23:43:30Z,musical instruments
blues accelerator  21 days to blues guitar mastery,Pago,50,78,6,45,beginner level,7.0,2014-01-16T17:21:49Z,musical instruments
alto saxophone lessons for beginners,Pago,95,51,7,42,beginner level,3.0,2016-03-23T15:33:31Z,musical instruments
instant harmonica  christmas; play jingle bells part 2 now!,Pago,20,58,1,10,all levels,0.7333333333333333,2015-12-17T18:29:20Z,musical instruments
piano with willie: jazz & gospel exercises,Pago,40,56,3,28,intermediate level,2.0,2016-04-13T06:57:11Z,musical instruments
bending the blue notes to give you killer sound on harmonica,Pago,35,162,3,14,intermediate level,2.0,2014-03-02T13:14:08Z,musical instruments
beginner's guitar: tuning strumming and chords!,No Pago,0,2577,30,6,beginner level,0.6166666666666667,2015-07-03T19:07:11Z,musical instruments
instant harmonica  play the lion sleeps tonight  today!,Pago,20,62,1,11,beginner level,1.0,2015-08-21T21:37:53Z,musical instruments
piano with willie building technique with scales vol 3,Pago,40,42,1,11,all levels,1.5,2016-04-13T06:38:21Z,musical instruments
instant bodhran  part two; learning further drumming skills,Pago,40,28,1,10,beginner level,1.0,2016-08-18T22:04:40Z,musical instruments
guitar essentials,Pago,20,261,1,18,beginner level,1.5,2014-05-07T18:05:57Z,musical instruments
rhythm to rock drum lessons,Pago,20,44,2,7,beginner level,1.0,2014-02-02T20:57:55Z,musical instruments
learn to play and improve 12 bar blues harmonica solos,Pago,40,4,1,27,beginner level,1.0,2017-06-29T21:13:42Z,musical instruments
learn to improvise on your harmonica  in nice easy steps,Pago,35,98,1,15,beginner level,2.0,2014-03-16T18:28:46Z,musical instruments
learning electric guitar for absolute beginners,Pago,35,19,2,12,beginner level,1.5,2015-05-04T21:47:44Z,musical instruments
advanced bassoon studies  learn to master the bassoon!​,Pago,50,197,0,106,all levels,6.5,2015-04-15T20:24:35Z,musical instruments
blues guitar lessons: play like the greats  all levels,Pago,20,58,4,47,all levels,2.5,2015-11-17T00:22:47Z,musical instruments
instant harmonica  play whiskey in the jar + molly malone!,Pago,40,21,3,27,all levels,2.0,2016-09-20T15:32:31Z,musical instruments
learn to play trumpet fast using the passive trumpet tutor,Pago,50,92,3,71,all levels,1.5,2014-01-27T17:06:43Z,musical instruments
electric bass right from the start,Pago,100,239,1,9,beginner level,0.6666666666666666,2016-03-14T16:42:12Z,musical instruments
beginner guitar essentials,Pago,95,5,2,45,beginner level,4.5,2015-08-06T18:39:34Z,musical instruments
advanced tuba studies  become a master of the tuba!​,Pago,50,173,0,63,all levels,5.0,2015-04-15T17:47:17Z,musical instruments
'greensleeves' creative piano lessons course,Pago,20,10,1,8,all levels,2.0,2017-01-03T14:34:32Z,musical instruments
rhythm to rock drum lesson 4,Pago,20,12,3,12,beginner level,1.5,2014-08-18T22:06:31Z,musical instruments
hands on guitar: beyond beginner,Pago,20,54,7,69,beginner level,3.0,2016-01-22T18:46:48Z,musical instruments
instant harmonica  play auld lang syne the neet (tonight)!,Pago,40,28,1,13,all levels,1.0,2016-12-22T17:49:15Z,musical instruments
piano the hard way   fast way to life long piano enjoyment,Pago,25,238,3,22,beginner level,1.0,2014-02-19T03:46:50Z,musical instruments
the ultimate method for learning modern piano & keyboards,Pago,25,512,3,151,all levels,2.5,2014-11-03T19:25:35Z,musical instruments
master the bassoon  intermediate instruction made simple!,Pago,50,177,3,102,all levels,7.5,2015-04-15T17:12:37Z,musical instruments
oboe pro series  you're going to love practicing the oboe,Pago,50,61,5,36,all levels,7.0,2016-04-08T23:26:22Z,musical instruments
instant harmonica  play this classic game of thrones theme!,Pago,40,21,2,13,beginner level,1.0,2017-05-30T13:17:58Z,musical instruments
trumpet solos: learn how to perform three fun unique pieces,Pago,50,115,6,53,intermediate level,2.5,2014-03-25T17:19:56Z,musical instruments
learn 4 vital things that will make your drum playing easier,Pago,35,510,1,8,all levels,0.6166666666666667,2015-08-13T20:35:46Z,musical instruments
sax solos: learn how to perform three fun and unique pieces!,Pago,50,147,4,39,intermediate level,1.0,2014-03-17T22:56:41Z,musical instruments
traditionalstyle electric blues guitar for beginners,Pago,25,9,2,36,beginner level,3.0,2017-06-22T21:08:35Z,musical instruments
aprende a tocar los mejores solos en la guitarra eléctrica,Pago,30,5,1,16,all levels,2.0,2014-05-07T21:18:09Z,musical instruments
aprende a tocar la guitarra,Pago,50,7,1,25,all levels,1.5,2013-02-22T18:19:38Z,musical instruments
aprende a tocar el piano desde cero,Pago,50,4,0,16,all levels,4.0,2014-04-30T16:15:20Z,musical instruments
aprende a tocar el clarinete  ,Pago,50,4,0,26,all levels,3.0,2014-05-19T17:00:39Z,musical instruments
ahora aprende a tocar jazz en el piano,Pago,30,4,0,9,all levels,1.5,2014-05-09T19:55:55Z,musical instruments
こどもギターレッスン　リトルギタリストⅱ,Pago,20,2,0,47,beginner level,3.5,2016-02-18T19:19:38Z,musical instruments
aprende a tocar el contrabajo sin complicaciones,Pago,50,3,1,20,all levels,3.0,2014-05-19T17:02:52Z,musical instruments
aprende a tocar la guitarra eléctrica,Pago,50,3,0,39,all levels,5.5,2014-04-30T16:21:42Z,musical instruments
aprende a improvisar en la guitarra eléctrica,Pago,50,3,0,19,all levels,3.0,2014-05-05T21:59:45Z,musical instruments
curso de teclado,Pago,40,1,0,26,beginner level,1.5,2016-05-16T18:46:15Z,musical instruments
guitarra acústica en siete días,Pago,20,1,1,38,beginner level,2.5,2016-01-29T20:38:03Z,musical instruments
improvisación de guitarra,Pago,20,1,0,10,all levels,1.0,2015-03-24T18:59:20Z,musical instruments
step by step classical guitar course,Pago,100,9,1,45,beginner level,4.5,2016-12-08T16:10:06Z,musical instruments
piano with willie building technique with scales vol 4,Pago,40,44,0,11,all levels,1.5,2016-04-12T23:21:42Z,musical instruments
back in black the ac/dc classic rock track,Pago,20,13,1,72,intermediate level,2.0,2015-04-10T21:07:56Z,musical instruments
keyboard basics,Pago,25,17,1,7,all levels,2.0,2014-04-22T00:50:00Z,musical instruments
beginner guitar lessons,Pago,20,118,0,5,beginner level,1.0,2015-03-23T22:49:58Z,musical instruments
guitar fundamentals for beginners,Pago,25,5,1,11,beginner level,2.0,2016-02-22T17:33:15Z,musical instruments
easy piano  learn and play along,Pago,20,11,1,48,beginner level,1.0,2014-05-14T01:21:57Z,musical instruments
learn piano: the basics of keyboards,Pago,20,113,0,24,beginner level,1.5,2015-01-03T04:18:17Z,musical instruments
bassoon pro series  you're going to love practicing bassoon,Pago,50,36,0,42,all levels,6.5,2016-04-08T23:34:17Z,musical instruments
acoustic guitar lessons for beginners,Pago,95,10,3,39,beginner level,3.0,2016-04-27T17:25:32Z,musical instruments
coach guitar  amazing new way to learn guitar with colors,Pago,50,12,0,321,all levels,3.5,2016-12-27T14:50:10Z,musical instruments
mastering the art of guitar chords,Pago,20,78,0,18,beginner level,1.5,2013-11-18T20:23:02Z,musical instruments
30 day guitar jump start for success,Pago,105,31,4,92,beginner level,4.0,2017-05-24T17:03:41Z,musical instruments
learn to play bassoon: beginner to pro in under four hours!,Pago,50,205,11,77,beginner level,5.0,2015-04-15T16:32:47Z,musical instruments
the 7 day guitar method,Pago,20,213,4,11,all levels,2.5,2015-10-26T19:19:34Z,musical instruments
instant harmonica  play star wars + the lion sleeps now!,Pago,40,33,3,20,all levels,1.5,2016-08-13T12:50:31Z,musical instruments
instant harmonica  play adele's wonderful 'hello' today!,Pago,20,284,3,12,all levels,1.0,2016-05-30T18:19:12Z,musical instruments
guitar strumming 101  have more fun playing songs you love,Pago,50,8,2,16,beginner level,1.0,2017-06-20T19:53:50Z,musical instruments
master oboe playing: intermediate instruction made simple!,Pago,50,98,6,73,intermediate level,5.5,2015-01-01T01:25:10Z,musical instruments
drum set for beginners,Pago,20,119,8,26,beginner level,3.5,2013-10-02T02:34:36Z,musical instruments
guitar lessons  economy picking essentials,Pago,35,45,5,15,intermediate level,1.5,2016-02-15T18:55:28Z,musical instruments
blues guitar lessons  blues guitar  robert johnson,Pago,20,297,7,7,intermediate level,2.5,2013-10-07T15:34:58Z,musical instruments
take note beginner clarinet!  –  fun with fundamental skills,Pago,30,137,2,43,beginner level,4.5,2016-06-13T15:00:33Z,musical instruments
learn to play irish fiddle,Pago,60,112,7,63,beginner level,5.5,2016-01-18T17:07:29Z,musical instruments
handson guitar: the beginner's guide,Pago,20,28,7,72,beginner level,4.0,2016-01-22T18:49:15Z,musical instruments
slap bass for beginners,Pago,50,79,3,25,all levels,1.5,2016-06-23T16:37:38Z,musical instruments
piano lessons for beginners made easy,Pago,25,333,5,40,beginner level,3.0,2014-05-28T19:07:38Z,musical instruments
horn pro series  you're going to love playing french horn,Pago,50,48,3,61,all levels,8.0,2016-04-08T23:08:08Z,musical instruments
instant harmonica  play the irish tune whiskey in the jar!,Pago,20,41,1,13,all levels,1.0,2015-12-28T20:45:10Z,musical instruments
didgeridoo  from zero to hero! part three advanced level,Pago,35,209,5,19,expert level,1.5,2014-10-10T08:05:42Z,musical instruments
saxophone pro series  you're going to love practicing sax,Pago,50,119,4,32,all levels,5.5,2016-04-08T23:06:53Z,musical instruments
easy piano for kids  complete beginner piano course,Pago,115,139,8,104,beginner level,5.5,2015-06-26T22:34:55Z,musical instruments
guitar lessons  two handed tapping essentials,Pago,35,41,2,11,intermediate level,1.5,2016-02-14T22:09:55Z,musical instruments
clarinet pro series  fall in love with the clarinet,Pago,50,95,3,30,all levels,6.0,2016-04-08T22:28:18Z,musical instruments
advanced trumpet studies  learn to master the trumpet!​,Pago,50,184,4,82,intermediate level,4.0,2014-03-26T04:01:28Z,musical instruments
poldark tv series soundtracks for pianoquicklessons,Pago,20,8,1,9,beginner level,1.0,2017-03-16T22:39:09Z,musical instruments
master the saxophone: intermediate instruction made simple!,Pago,50,376,9,86,intermediate level,5.5,2014-03-17T18:21:36Z,musical instruments
you can play jazz saxophone,Pago,20,37,7,6,beginner level,1.5,2017-03-15T16:20:15Z,musical instruments
"improvise puccini´s 'e lucevan le stelle on piano""",Pago,20,169,3,16,all levels,2.0,2013-10-21T13:48:20Z,musical instruments
building up to barre chords,Pago,20,20,6,12,all levels,0.7166666666666667,2017-03-16T22:57:47Z,musical instruments
learn the violin  bowing techniques,Pago,80,89,6,12,intermediate level,0.6666666666666666,2016-06-26T23:42:59Z,musical instruments
blues guitar lessons  volume 3  minor blues essentials,Pago,45,98,5,14,all levels,2.0,2016-02-13T02:57:32Z,musical instruments
back 2 the basics,Pago,50,265,23,65,all levels,3.0,2013-07-19T18:11:57Z,musical instruments
play the jews harp  instant skills for non musicians,Pago,25,196,16,35,intermediate level,2.5,2015-01-22T16:06:05Z,musical instruments
master trumpet playing: intermediate instruction made simple,Pago,50,292,18,130,intermediate level,7.0,2014-03-24T16:33:14Z,musical instruments
practical guitar theory: level 1,Pago,60,14,3,41,all levels,1.5,2017-05-01T21:04:16Z,musical instruments
instant harmonica  enjoy playing silent night tonight!,Pago,40,16,3,12,all levels,0.6333333333333333,2016-12-14T21:53:51Z,musical instruments
harp&soul  |  learn the secrets of the harmonica,Pago,35,114,8,59,all levels,2.0,2014-10-01T10:06:34Z,musical instruments
play leyenda canarios and bach on classical guitar,Pago,195,185,8,70,intermediate level,7.5,2015-11-05T23:30:42Z,musical instruments
instant harmonica  play the cool tune dirty old town now!,Pago,40,42,8,17,all levels,1.5,2016-10-12T16:54:54Z,musical instruments
ultimate beginner guitar guide  both acoustic & electric ,Pago,45,57,9,15,beginner level,2.0,2016-02-16T17:19:38Z,musical instruments
guitar lessons : rock guitar in 1 day!,Pago,50,17,4,37,beginner level,1.5,2015-12-06T22:37:13Z,musical instruments
tenor banjo,Pago,40,70,6,18,intermediate level,1.0,2015-06-17T21:41:42Z,musical instruments
introduction to lead guitar,Pago,20,245,8,34,intermediate level,1.5,2013-11-26T23:41:44Z,musical instruments
piano with willie: basics of improvisation,Pago,40,76,4,23,beginner level,3.5,2016-04-13T06:49:29Z,musical instruments
euphonium pro series  fall in love with the euphonium,Pago,50,44,2,40,all levels,7.5,2016-05-24T16:46:58Z,musical instruments
pure rock guitar : play like the gods of rock!,Pago,45,80,5,24,all levels,4.5,2016-07-29T21:24:14Z,musical instruments
master the french horn: intermediate instruction made simple,Pago,50,68,8,126,intermediate level,7.5,2014-10-29T19:43:02Z,musical instruments
classical guitar technique: 80/20,Pago,175,54,0,18,all levels,2.5,2017-03-30T03:30:37Z,musical instruments
total beginner to intermediate guitar  learn to play by ear,Pago,45,80,4,112,beginner level,3.0,2015-10-16T17:11:30Z,musical instruments
aprende escalas y arpegios  vol i: modo mayor,Pago,50,85,2,30,beginner level,1.5,2016-03-31T17:45:31Z,musical instruments
aprende a tocar guitarra rapido y facil con guitarsimple,Pago,40,57,7,16,beginner level,4.0,2014-01-22T06:22:03Z,musical instruments
ukulele lernen für papas mit bruder jakob,Pago,55,12,1,38,beginner level,1.0,2017-05-04T21:54:35Z,musical instruments
tin whistle básico,Pago,20,11,2,53,beginner level,1.5,2017-05-17T20:40:25Z,musical instruments
leve a sua técnica de pedal duplo para um novo patamar,Pago,40,42,4,196,intermediate level,5.5,2017-01-16T15:41:04Z,musical instruments
sevillanas con castañuelas  baile y toque al mismo tiempo,Pago,40,20,4,24,all levels,1.5,2016-02-23T18:24:02Z,musical instruments
見てわかる！やさしく独習アコギ（入門編）taka先生のアコースティックギターレッスンⅰ,Pago,20,41,3,48,beginner level,2.0,2015-07-06T18:23:31Z,musical instruments
【すぐに覚える！】asalatoアサラト(打楽器)初心者向け入門講座,Pago,20,5,1,7,beginner level,0.5833333333333334,2017-04-19T20:52:48Z,musical instruments
aprende a tocar teclado  piano,Pago,35,119,8,52,all levels,3.5,2012-01-26T05:36:39Z,musical instruments
castañuelas por sevillanas  curso del toque de castañuelas,Pago,40,22,2,17,all levels,0.7166666666666667,2016-02-12T14:41:40Z,musical instruments
aprende a tocar el acordeón de botones,Pago,50,20,6,24,beginner level,2.0,2017-05-17T16:50:41Z,musical instruments
aprende a tocar música cristiana en el piano y teclado,Pago,20,17,3,13,all levels,1.0,2014-05-16T17:02:00Z,musical instruments
easy guitar songwriting and harmony,Pago,20,82,3,62,beginner level,3.5,2017-03-14T16:24:13Z,musical instruments
how to play easy tunes on the harmonica  just the basics,Pago,35,79,3,15,beginner level,1.5,2014-02-25T19:47:53Z,musical instruments
rhythm to rock drum lessons 2,Pago,20,21,2,11,beginner level,1.0,2014-03-10T02:09:54Z,musical instruments
instant harmonica  play over the rainbow + skye boat now!,Pago,40,29,4,22,all levels,1.5,2016-07-18T21:54:18Z,musical instruments
bagpipe instruction for beginners,Pago,30,31,4,5,beginner level,1.0,2016-04-24T16:32:40Z,musical instruments
flute solos: learn how to perform three fun unique pieces,Pago,50,156,4,62,all levels,3.0,2015-09-22T22:02:02Z,musical instruments
rhythm to rock drum lessons 3,Pago,20,12,2,12,beginner level,1.0,2014-07-18T02:11:57Z,musical instruments
guitar lessons  sweep picking arpeggio essentials,Pago,35,74,6,13,intermediate level,1.5,2016-02-15T16:59:22Z,musical instruments
painless piano!,Pago,40,353,1,30,beginner level,3.5,2014-06-23T14:11:47Z,musical instruments
beginning flute lessons,Pago,20,137,12,17,beginner level,2.5,2013-05-29T23:20:37Z,musical instruments
piano lesson variety,Pago,40,59,1,28,intermediate level,4.0,2016-08-18T22:00:29Z,musical instruments
pop and jazz keyboards and harmony (beginner level),Pago,180,47,7,13,beginner level,3.0,2016-07-12T19:26:29Z,musical instruments
starting to play the blues on your harmonica in easy steps ,Pago,35,71,3,16,intermediate level,2.0,2014-03-01T18:53:36Z,musical instruments
learn the viola  scales and fundamentals,Pago,80,21,3,38,beginner level,2.5,2016-11-16T17:34:03Z,musical instruments
"learn to play 'let it snow on piano""",Pago,40,36,4,8,intermediate level,1.0,2016-10-04T17:36:42Z,musical instruments
instant harmonica  play the irish anthem danny boy today!,Pago,40,8,1,15,all levels,1.0,2017-03-21T20:54:20Z,musical instruments
piano building blocks: learn chord additions & variations,No Pago,0,375,0,9,beginner level,1.0,2017-07-02T21:55:41Z,musical instruments
advanced saxophone studies  learn to master the saxophone!,Pago,50,215,5,80,intermediate level,4.0,2014-03-18T02:25:11Z,musical instruments
killer harmonica sounds using the tongue and bending notes ,Pago,35,80,2,16,intermediate level,2.0,2014-03-17T15:18:34Z,musical instruments
instant harmonica  play when the saints on harmonica now!,Pago,20,31,1,10,beginner level,1.0,2015-08-14T18:30:56Z,musical instruments
strumming the guitar  5 lessons on strum patterns,Pago,20,56,3,10,beginner level,0.6333333333333333,2013-12-13T01:34:44Z,musical instruments
learn piano onlinekeys to the keyboard,Pago,50,18,1,9,beginner level,2.0,2016-05-12T17:52:37Z,musical instruments
ukulele lessons for beginners  fast track your learning,Pago,20,57,8,28,beginner level,1.0,2016-06-09T04:54:44Z,musical instruments
blues guitar lessons  ragtime blues guitar,Pago,20,59,3,6,expert level,2.0,2013-11-26T16:12:43Z,musical instruments
getting started with power chords,Pago,20,6,0,27,beginner level,1.0,2015-12-17T20:36:08Z,musical instruments
blues master  professional techniques piano course,Pago,75,4,0,16,all levels,1.0,2016-03-29T00:11:57Z,musical instruments
drumming 101: the essential elements,Pago,50,4,0,17,beginner level,1.5,2017-05-02T13:26:22Z,musical instruments
flute lessons for beginners,Pago,95,3,0,41,beginner level,2.5,2016-03-09T00:34:03Z,musical instruments
guitar for christmas!,Pago,20,7,0,17,beginner level,0.5333333333333333,2014-11-30T20:48:59Z,musical instruments
learn piano onlinenocturnal piano solo,Pago,60,2,0,11,intermediate level,1.5,2016-09-21T04:58:08Z,musical instruments
guitar chords and basic strumming,Pago,20,3,0,35,beginner level,2.5,2015-12-17T18:14:23Z,musical instruments
getting started on the acoustic guitar,Pago,20,3,0,28,beginner level,1.0,2015-10-20T20:02:26Z,musical instruments
learn piano onlinein the garden piano solo,Pago,60,1,0,11,intermediate level,1.0,2016-10-03T22:36:29Z,musical instruments
saxophone essentials: beginners course,Pago,40,3,0,16,beginner level,1.5,2017-04-26T17:28:12Z,musical instruments
learn to play the guitar in a day,Pago,20,3,1,14,beginner level,1.0,2015-01-09T03:55:17Z,musical instruments
88 logic  the essential guide to learning piano,Pago,25,3,0,5,beginner level,0.5333333333333333,2015-01-13T15:45:05Z,musical instruments
tuba solos: learn how to perform three fun and unique pieces,Pago,50,164,0,20,intermediate level,2.0,2015-04-15T18:00:06Z,musical instruments
instant harmonica  play dylan's like a rolling stone now!,Pago,40,28,2,11,all levels,1.5,2016-10-27T19:48:23Z,musical instruments
advanced oboe studies  become a master oboist!​,Pago,50,47,0,82,expert level,4.0,2016-07-28T02:46:15Z,musical instruments
instant harmonica  play 'i just called to say i love you',Pago,40,15,0,11,all levels,1.0,2017-02-15T20:44:12Z,musical instruments
jazz piano improvisation: the girl form ipanema bossa nova,Pago,30,151,1,5,all levels,0.55,2014-10-16T12:34:42Z,musical instruments
drum lessons for beginners,Pago,95,14,1,34,beginner level,2.5,2016-04-13T21:02:15Z,musical instruments
piano with willie: jazz kids  vol 3,Pago,40,16,1,29,beginner level,3.0,2016-04-13T06:01:56Z,musical instruments
quick piano lessons  tutorials for drake's greatest hits,Pago,35,19,1,4,all levels,0.55,2015-10-04T21:39:58Z,musical instruments
bluegrass guitar essentials: webisodes 13 14 & 15,Pago,30,14,1,13,intermediate level,1.5,2016-12-15T03:58:40Z,musical instruments
guitar  rock  beginner with marc seal,Pago,20,40,1,27,all levels,1.0,2012-08-31T22:06:29Z,musical instruments
oboe solos: learn to perform three fun unique pieces!,Pago,50,41,0,43,all levels,2.0,2016-07-28T03:10:09Z,musical instruments
bluegrass guitar essentials: webisodes 11 & 12,Pago,30,9,1,24,all levels,2.0,2016-10-22T00:02:49Z,musical instruments
advanced horn studies  learn to master the french horn!​,Pago,50,46,0,91,all levels,7.0,2015-09-23T17:14:50Z,musical instruments
learn to play guitar complete beginners quick start,Pago,20,75,0,11,beginner level,1.0,2013-10-16T16:25:07Z,musical instruments
piano with willie: jazz kids  vol 4,Pago,40,19,0,30,intermediate level,3.5,2016-04-13T06:13:18Z,musical instruments
